Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
11079,"I asked my son to do the dishes. He said he had to play his video game and he would do it later. Well, he never did them.",annoyed,"Customer :That's definitely my plan. He will learn there will be consequences for his failure to listen.
Agent :",You are doing the right thing for him to learn discipline.,,
56273,i hate when people tell me what to do ,annoyed,"Customer :i don't think anyone should have the power or the right to tell you what's good for you if you didn't ask for help.
Agent :","would you feel better if it was in the form of advise, instead of point blank telling you to do something? ",,
6260,MY kids just got back and now the house is no longer quiet. I cant stand them sometimes,annoyed,"Customer :are they being loud and annoying like usual?
Agent :",Yes. I think they have gotten even louder since they left Saturday. Geez.,,
52364,I don't like people who cut in line,annoyed,"Customer :it's like they think your time is worthless, I don't understand it
Agent :",Yeah people who do that have zero self awareness. :/ ,,
41872,I am taking a trip to my hometown soon! It has been so long since I've been there!,anticipating,"Customer :Cool! Where are you from?
Agent :","Indiana, but I live in Florida now. It's been so long since I've visited Indiana!",,
34148,I'm planning on going to this really fun party tonight after work. I can't wait to finally get there and have time to hang out with my friends!,anticipating,"Customer :It should be a lot of fun. Maybe I'll even find a new girlfriend there.
Agent :",I hope so - good luck,,
49871,I am going on a cruise in November. I've been planning this trip for six months.,anticipating,"Customer :So I have a vacation coming up in a few months.
Agent :",Oh yeah? Are you excited?,,
21848,i cant wait for my new raise to kick in!,anticipating,"Customer :Congratulations! I wish I could get a raise.
Agent :",they come in handy.. even a little raise that pays for an extra tank of gas is worth it,,
42304,I'm so excited to see the next Star Wars movie. I love that franchise!,anticipating,"Customer :I love star wars. I can't see the next movie that comes out next year!
Agent :","I've never watched a single full star wars movie, just bits and pieces haha",,
27272,I'm so ready for the weekend. I'm going camping. ,anticipating,"Customer :Yes, I have! I've planned several trips like this. 
Agent :","Is it just you, or will others be joining you?",,
51537,i've got a doctor's appointment tommorow that i've been worried about all week,anticipating,"Customer :Oh no. Whats wrong? Why are you going?
Agent :",i'm having some health issues that have me really worried,,
14790,"Im so waiting for my new car, and cant wait to go pick it up. ",anticipating,"Customer :Its a jeep, I love jeeps. 2018 compass 
Agent :","I've never owned a jeep, are they nice?",,
58182,I'm really excited that football season is right around the corner. I'm ready to see what my favorite teams will do this season. ,anticipating,"Customer :Me, too! Do you have a favorite team?
Agent :","I do, The Dallas Cowboys.  Do you have a favorite team? ",,
58487,My husband said he is buying me a new car for my birthday. I can't wait! ,anticipating,"Customer :Wow! Do you know what kind of car you're getting yet?
Agent :",Yes! He's buying me a Dodge Charger Hellcat!!! Vrooooom!,,
19128,I can't wait for the movie Mile 22 to come out. I love seeing UFC fighters in movies!,anticipating,"Customer :I can't wait for the movie Mile 22 to come out. I love seeing UFC fighters in movies!
Agent :",I have not seen any UFC movies. I guess I should watch one to give them a chance.,,
10649,I invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see how it pans out.,anticipating,"Customer :That is a good position to be in.  There have been millionaires made in crytocurrency.
Agent :","Oh man, if only I knew about it before the HUGE boom it had! I always feel regret when reading this bitcoin millionaire stories.",,
17263,Going camping next weekend. I haven't hung out with my friends in so long.,anticipating,"Customer :Going camping next weekend. I haven't hung out with my friends in so long.
Agent :","That sounds like so much fun.  I hope you have a good, relaxing time.  Where are you going?",,
14883,I cant wait for the NFL season to start,anticipating,"Customer :Nice.  I grew up as a Redskin fan and hate the cowboys
Agent :",needless to say im a lifelong eagles fan since last year!,,
64388,I am expecting to get a big bonus. I hope it happens!,anticipating,"Customer :Oh I hope you get it! It can really help out or just be a splurge 
Agent :",Yeah it is nice to be able to go out and just spend a little money!,,
22342,My dog is coming home from doggy day care.  I can't wait to see him.,anticipating,"Customer :My dog is coming home from doggy day care.
Agent :",Yay!  What type of dog?,,
36528,I have a dentist appointment next week. I am not looking forward to it.,anticipating,"Customer :Ut oh.. are you nervous?
Agent :",Very much so! I do not like going!,,
64021,My grandma went into the hospital we are not expecting the best news,anticipating,"Customer :That is terrible, i hope everything is ok
Agent :",me too but we are not expecting good news,,
57485,I was going on a train ride on the Amtrak.,anticipating,"Customer :no is it fun?
Agent :",Yes I go from where I live to my parents  and its only $20.,,
58908,"In the months before my move across the country , it was all I could think about and the days felt so short.",anticipating,"Customer :im sure it is, this is when you put all your hard work into play
Agent :",Always go for the goal!,,
21080,I can't wait until Friday!,anticipating,"Customer :Any plans for Friday?
Agent :",I am leaving for vacation! I can't wait!,,
32384,"I cannot wait for the newest Pokemon game, it looks amazing to me!",anticipating,"Customer :Those games do seem fun
Agent :","I cannot wait for the newest Pokemon game, it looks amazing to me!",,
2535,I can't wait for the weekend.  I am going to Disney World in Florida.,anticipating,"Customer :Yes it is.  I live in Orlando, but rarely go to the attractions so its long overdue.
Agent :","Yea thats fair, I could imagine if they are so near by you wouldnt care about them.",,
