doc_id,prompt,response,emotion_raw,emotion_label
219,to believe my friend who said she didnt tell my secret ,"my friend says she didnt tell anyone my secret, but idk how i feel about that.",apprehensive,anxiety
220,"I recently joined a new team of people at work (a new work group), and I was feeling unsure about the goals of the project we were working on or whether the project was even a good idea or not.",why do you feel that way?,apprehensive,anxiety
221,i have a doctors appointment this thursday and i'm very worried about it.,"yes, definitely get a blood test so you know what you need to watch out for",apprehensive,anxiety
222,I was offered a job and wasn't sure if I should take it or not. There were a lot of variables in play.,is it related to your passion?,apprehensive,anxiety
223,I failed my math exam. I am an idiot.,"oh no, that is terrible. is there anyway to redo it?",ashamed,sadness
224,I have a small party at my house last night and didn't invite my best friend.  Now I feel bad about it.,"no, i just though she wouln't get along with the other people i had, but i still feel bad i did not even tell her about the party.",ashamed,sadness
225,I forgot to tip my bar waitress when I was drunk,man i feel so dirty and bad,ashamed,sadness
226,I was shopping at the grocery store when I noticed my fly was undone. ,i was at the grocery store when i noticed my fly was undone!,ashamed,sadness
227,I was walking on the road and I fell,wow! did you have to go to the doctor?,ashamed,sadness
228,I failed my final exam. Now I'll lose my scholarship.,"oh man, that must be a horrible feeling.",ashamed,sadness
229,I felt ashamed when I haven't made an effort on my appearance then head outside into the public,that is a good boost for me and i appreciate that. i just always worry about what people see first about me,ashamed,sadness
230,Yesterday was my sister's birthday and I totally forgot to call her until today.,"she said it was ok, but i still feel bad about it. i guess i will have to compensate her with a great present.",ashamed,sadness
231,"I mistakenly stepped on someone without saying sorry,  and she got furious , people attacked me,  I felt so bad",i got a hot slap from a lady,ashamed,sadness
232,I haven't made a home cooked meal in a while. We've been doing fast food every day.,is it too hot to cook or do you just hate cooking?,ashamed,sadness
233,I was felt this way when I failed passing to the 10th grade.,what made it so difficult?,ashamed,sadness
234,I was spending a night over with my girlfriend at her mom's house. While she was sleeping I ended up having sex with her mom.,while my girlfriend was sleeping we ended up having sex.,ashamed,sadness
235,"I tried to steal some tuna and crackers from a gas station. My boyfriend and I were broke and traveling on a Greyhound, and we were so hungry. I got caught by an officer and felt so stupid","i got caught stealing food once when i was young and broke, traveling on a greyhound. i felt awful about it.",ashamed,sadness
236,I forgot to put gas in my car and I ran out of gas on the side of the road!,oh my! you must have been pretty embarrassed. did someone bring you gas?,ashamed,sadness
237,I once was caught making out with my girlfriend at a family dinner. I didn't think they would find us out.,i bed it was exciting just because of the idea of getting caught!,ashamed,sadness
238,I eat while I am asleep and I can't control it.,"i eat while i am asleep and i cannot control it, but i am humiliated by it.",ashamed,sadness
239,I ate my son's birthday ice cream cake.  I feel so guilty for my behavior.,"i love ice cream cake, did you enjoy it?",ashamed,sadness
240,I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent. ,"yikes, that is really cruel of him to do that. i am sure you are trying the best you can",ashamed,sadness
241,I ate a whole pack of cookies,no need beating yourself up something you cannot change. got another pack?,ashamed,sadness
242,A few months back I make serious mistake during an experiment.  Thankfully it didn't actually destroy the work.  I am still super embarrassed thinking about it.  ,"i did though, i have apologized repeatedly. we have discussed it multiple times. it is hard because she brings it up in front of others.",ashamed,sadness
243,I drank all the beer in the house and woke up to my very angry wife.,haha i would say so. what was your excuse to her?,ashamed,sadness
244,"I made a girl pregnant without marrying her, I feel so terrible because I am a very religious person",i need to go and confess my sins if not i will not be able to deal with the burden,ashamed,sadness
245,Ever since I was a pre teen I've had the desire to dress as a woman. Unfortunately this has continued on into adult hood and is currently affecting things with my current relationship. ,i am doing great. so i have got something i have got to get off my chest which is not easy for me to speak about.,ashamed,sadness
246,"ugh! I was at walmart the other day and slipped and fell right on my butt! to top it off, I was wearing a skirt and no panties. everyone around me saw eveything!",everyone around me was pointing and laughing. i think i saw a couple of smartphones whip out and people taking pictures,ashamed,sadness
