emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
devastated,"When I was younger, my grandmother passed away, I was so upset","I loved my grandparents on my mother's side , so I understand how you feel.",False,False,True
disgusted,There's been a big white wolf or coyote around my yard the past few months. I'm afraid he will kill the neighbors cats.,"That is scary, what are you going to do about it?",False,False,True
surprised,"My friend recently invited me to his wedding. I hadn't even known he was engaged, but it was a great wedding.","That's fun, my friend is getting married next year, how big was the wedding?",False,False,True
proud,"My dad used to be a pretty heavy drinker, it caused a few problems in our familiy.","That is very sad, did he ever get sober?",False,False,True
surprised,"I don't really know how to react to this, but one of my friends told me a few days ago that not only is he going to Samoa for a while (which didn't surprise me because he and his family go to Africa all the time), but he's staying and moving there for a few years.","Wow, that's quite a move. Did he say why he's staying in Samoa so long?",False,False,True
guilty,"I broke a vase at my mom's house last year, and ended up hiding the evidence. I still haven't told her, and I feel bad about it.","Oh man that's a bad situation. Was this vase of any sentimental value, or was it really expensive or what?",False,False,True
jealous,My friend got a huge scholarship when he barely passed the PSAT.,How did he manage to do that?,False,False,True
jealous,"Yea he was about 1 point above the cutoff, I was quite jealous of him to be honest, I barely didnt make it sadly.",What college did he end up going to?,False,False,True
prepared,"I was pretty strapped for money back before my freshman year of college, so I really needed to get my 29 on my ACT up to a 31 for a scholarship.",Did you get it done?,False,False,True
disappointed,My friend stole some of my money the other week.,That is really awful. Did they take very much?,False,False,True
terrified,"I was so nervous going to the dentist today, I thought I would pass out!","Oh no, did it end up okay?",False,False,True
terrified,Dude the doctor and my parents thought the same thing.,Do you have any lasting damage?,False,False,True
apprehensive,I had my first real drink back in October with some of my friends and I was really nervous about it.,Why were you nervous about it? Usually drinking means to loosen up and have fun.,False,False,True
surprised,"My parents bought me a car when i turned 17, i was so surprised",You must have been thrilled! There is nothing like a first car. Did you love it?,False,False,True
surprised,"I still own it actually, still running!",No way -- THAT'S the best. Paid for (I'm assuming) *and* running. Do you hope to do the same for your kids when it's time?,False,False,True
surprised,I was shocked when I got a new car. My parents surprised me so well,"Damn, I wish I had a car myself. What was the occasion?",False,False,True
surprised,my birthday!,"Cool, 16th birthday or what?",False,False,True
faithful,"One time I was at this party and a girl started to get really touchy feely and flirting with me, but I had a girlfriend at the time.",what did you do?,False,False,True
surprised,Man the first ever console i owned personally was a gamecube. Was so surprised getting it was funny what my parents did.,"Ahh yes, must have been a very nice surprise! Did you play Mario on it?",False,False,True
proud,"I still remember my high school days, I was a terrific athlete during that time.",What athletics did you participate in?,False,False,True
proud,"My brother graduated high school, I was proud of him",When did he graduate? Sounds like a really cool moment to share with him.,False,False,True
joyful,My sister is coming from France to visit us. I am happy to see her again.,"How exciting, are you from France?",False,False,True
joyful,"No, I am not. It is exciting. It has been almost a year since I saw her.",When did she move out there?,False,False,True
apprehensive,I started working out again and it was nerveracking to begin again.,Great. How long did you stop working out?,False,False,True
annoyed,"This morning I was running late for work, and I got so mad at the driver in front of me!",Was the person one of those one people who goes like 5 miles an hour in a 65?,False,False,True
annoyed,"No, but I do hate those, too! We were in bumper to bumper traffic, and this woman is putting on her makeup. She doesn't notice when the car in front of her moves, and we miss the light. Ugh!","The question is, did the woman at least do a good job ( from what you could see)?",False,False,True
disappointed,It made me feel really disappointed when my CV got rejected in the first place.,How did you respond after rejection?,False,False,True
guilty,"I ate my coworkers food recently, I feel bad but they left it there for awhile",HaHa What kind of food did they leave for you? Did you say anything to them?,False,False,True
surprised,"I am shocked too, Croatia only has 4 millio people",Did you watched the game? The Croatians were warriors out there.,False,False,True
grateful,Yeah i did. I have visited him once i was up and running. He was so chuffed see me breathing,"That is good to hear, I am glad it worked out well instead of a disaster",False,False,True
